gene,full_space_axis_1,full_space_axis_2,cluster_id
GPR31,11.149312364815584,-0.14096380412259782,1
STAG1,-1.600737269181312,-3.56353789389336,96
NXF2,-1.8957809445734835,-2.3750238134406105,54
CARNMT1,-1.2046024938348405,-4.002438796978369,83
ELF4,-2.1632075706751595,6.124528519543286,60
KRTAP10-3,-0.967076144420232,-3.7125797095973825,21
AIRE,-2.1857340257800746,-2.482920197216771,40
ZNF513,-1.9761888782768067,-1.0639257750590614,121
SLA,10.230034548031949,1.3184675429571437,129
ZRSR1,-0.8673349315456066,-3.86550015791026,36
SRRM1,-1.118236361645354,-3.941980555020605,37
ANKRD11,-2.8722566006564287,0.31520985859887785,98
CIRSR,-1.1164368235378683,-4.011484522489951,84
ZNF207,-3.3860244384297715,7.830650207652465,51
U2AF1L4,-1.2790910117260093,-3.8084605750453515,82
USP37,-3.3183410257571784,3.590541025209757,48
FMO3,6.457951963576873,-2.664841443815835,5
ADAR,-2.079023561441608,-2.7273722909409006,103
SH2B3,12.596832871457272,-0.07099348941365652,133
SSU72,-1.7951501030133443,-3.178738444903279,97
SOCS1,13.819557404807984,2.8038444548143673,134
PAF1,-1.8851202736672998,0.2900312385461923,10
USP13,-1.5210129871867695,0.4101055638907979,41
TEC,14.050445521148808,2.9595004855132014,136
RGPD2,-1.3949491831437004,-3.3485092557852023,55
WAPAL,-2.4749148341945255,-2.623052736991212,113
KAT6A,-2.405205855534258,2.185355181259148,17
HLF,-0.9345354223907002,0.9215567164732886,38
HRK,0.08486433253387661,-0.6454277327327865,92
BNIPL,-0.3449325556155197,0.5339837127565088,90
GRB10,12.682147062498162,1.6266089971886757,43
MED1,-3.015855892542534,4.819180916637506,13
NUP93,-1.8475968280825426,-3.1313288717212346,61
PDS5B,-1.8449830966011385,-3.61341657177756,94
CBL,15.436285349447951,4.643851902421123,128
OVCA2,12.842631873447305,0.7433950299659339,130
PDS5A,-2.226720741793877,-3.441529686483382,99
RBM15,-2.330305173128026,-3.195365110693253,118
TFEC,-0.634670299063609,-3.1575097474152636,45
C19ORF43,-1.6191632779669958,-1.5830903038569877,14
ZFPM1,-1.1913417458461086,-2.0727964256961817,20
RADIL,9.595622386209957,-1.7543751303946096,4
HIST1H3A,-2.9993415748128425,-0.44479194666281313,126
ZRSR2P1,-1.2370502452786645,-3.9796073368761364,81
PIK3CG,12.411240095886424,-0.7509599709872501,85
IRX4,-2.416424553397328,1.4952494348207332,110
CITED1,-1.3674504270423908,1.8322759152476067,39
GPATCH11,-1.0023110817910343,-3.9622125232755403,34
PPP4R3A,-0.8119575189191521,-3.336686535569786,87
SUV39H1,-2.263778763156751,-0.07206470789285081,124
KITLG,6.8764919445009784,-1.762662329728446,137
PECAM1,4.931512336750889,-2.517200249251973,79
HIST1H4A,-3.2767850346005254,-1.7244705657279822,52
AVEN,0.1460833076065832,-0.6254317077770031,93
MAU2,-2.072346258902587,-3.7623945855936602,100
PAWR,0.20527724062974692,-3.264579851554439,3
MATK,13.069197237372414,-0.29816069753113955,138
RGL2,6.92901236956643,-2.467506133819711,6
CDK1,2.348548877784893,8.91779092942861,62
BCOR,-2.921759678088891,2.8682305189458734,106
CELA1,-0.9970778932936137,-3.63986931299509,76
CSN1S1,-0.9855227012892426,-3.8025162359076554,67
CBX7,-2.4394665214088858,1.2963649084856266,104
ZBTB5,-2.0627352029041117,-0.28209030273014196,111
PCGF5,-2.471462903025871,0.7000574827303762,101
HAO2,-1.0091007307109743,-3.741515902948282,73
KDM2B,-3.037321460932019,4.332666140048989,102
ZBTB7A,-2.5453518233611296,9.136717481164073,142
PCGF1,-2.224139011008326,1.7119226215550456,18
PCGF3,-2.1215031394876878,-0.22992157858913106,105
L3MBTL1,-2.640110119678866,-0.12134074939967135,127
CARD8,-1.8272537452628972,-1.3192321028983973,89
NACC1,-1.5492291274190408,-2.053236875054176,74
PCGF2,-0.9951969823779748,2.73425419472106,7
HSPA12A,-0.7490580416565277,-3.215308140735592,116
MLLT1,-1.887749984965469,-1.283511086369844,11
ERP44,-0.9061568854700099,-3.422672398917244,56
NFIC,-2.434317898173451,2.534408799551761,29
SNAPC4,-1.188376887359314,-3.354818136764856,77
MLLT3,-1.3136368660599045,-2.926515293648833,12
QPRT,-2.02840142015347,-0.8289702100702093,108
KPNA4,-2.319094558569969,-0.8231253723705632,63
NFIA,-2.9501204905362077,4.95455741468478,30
CBX4,-2.560371785847128,3.3103454458888173,68
NFIX,-3.149451153862169,6.152230703143476,31
SHARPIN,-0.20114703388881167,-1.7873109376510212,70
RING1,-1.6975906648402574,3.045308211900527,8
C6ORF141,-1.2095684052261702,-3.6859500879281204,139
YAF2,-1.823563773739034,4.438185327058053,66
PPP4R1L,-1.9857043486637211,-1.0986921382701786,119
RNF2,-3.350982331526895,8.07150783610793,46
BCL6,-1.8220538585537436,3.2366352148948883,71
NAA10,-0.8520985074134567,-3.7401617252198722,23
DCAF7,-1.7896785954063479,1.1453409863895474,26
RYBP,-1.4133319935577568,6.1698302414857045,50
CBX8,-1.8264573681258682,-1.336098148413037,107
PIP,-1.07628704122926,-0.33667725561924866,24
NCAPH2,-1.2365681672319155,-3.7013329470071565,139
B4GALT2,-1.524455129249,-1.8003230613786163,117
SP1,-2.7825142304768957,13.051521999145214,57
CTBP1,-3.1942756812267485,6.5634229228953345,32
CDC16,-1.7205201004249484,-2.1419117154102496,47
CBX3,-3.6991313011552927,4.175265702902956,125
BRAF,9.598635729853717,3.9075269964115744,0
CCDC96,-1.174970792712959,-3.70967388203959,145
CBX6,-1.5419222814598739,-2.3938236459516085,109
SKP1,-1.5827868763312858,2.8609008160186766,49
S100P,-1.2353390943842242,-3.639330026876087,143
USP7,-2.020652913865645,-0.9810488498495604,42
